counter;start;end;duration in ms
452;104337843579500;104337886499600;42
453;104337886501100;104337926639000;40
454;104337926640700;104337968095400;41
455;104337968097000;104338011119300;43
456;104338011121400;104338056278200;45
457;104338056279800;104338101626100;45
458;104338101627600;104338142538700;40
459;104338142540100;104338185637500;43
460;104338185639100;104338229103100;43
461;104338229104600;104338274323400;45
462;104338274325000;104338314552800;40
463;104338314554100;104338355895900;41
464;104338355897800;104338397412100;41
465;104338397413600;104338438190800;40
466;104338438192400;104338487813400;49
467;104338487815000;104338529976400;42
468;104338529978300;104338571158900;41
469;104338571160800;104338612735400;41
470;104338612736700;104338654425600;41
471;104338654431000;104338697458500;43
472;104338697460400;104338741682200;44
473;104338741683600;104338783048100;41
474;104338783049600;104338823181900;40
475;104338823183600;104338865847300;42
476;104338865849100;104338907901000;42
477;104338907902500;104338951749700;43
478;104338951751200;104338994083100;42
479;104338994084400;104339035608800;41
480;104339035610200;104339077807100;42
481;104339077808600;104339122144400;44
482;104339122145900;104339164153400;42
483;104339164155100;104339209977700;45
484;104339209979100;104339250425300;40
485;104339250427000;104339290088100;39
486;104339290089700;104339332399700;42
487;104339332405400;104339374426300;42
488;104339374427900;104339417172800;42
489;104339417174200;104339459750800;42
490;104339459752500;104339501765000;42
491;104339501766400;104339543069500;41
492;104339543071500;104339585785600;42
493;104339585787100;104339631047400;45
494;104339631048700;104339672564000;41
495;104339672565400;104339714124400;41
496;104339714127800;104339755304100;41
497;104339755305600;104339799292000;43
498;104339799293900;104339841717400;42
499;104339841719000;104339890102400;48
500;104339890104300;104339934828700;44
501;104339934830400;104339980296300;45
502;104339980298300;104340026036400;45
503;104340026038100;104340070784500;44
504;104340070786300;104340118669700;47
505;104340118671300;104340162763100;44
506;104340162764600;104340203979900;41
507;104340203981500;104340246647800;42
508;104340246649200;104340288174700;41
509;104340288176400;104340330734100;42
510;104340330735900;104340379396600;48
511;104340379398100;104340424053200;44
512;104340424054600;104340470645900;46
513;104340470647800;104340517555600;46
514;104340517557000;104340565839500;48
515;104340565841500;104340617384000;51
516;104340617385500;104340665556700;48
517;104340665558400;104340713286200;47
518;104340713292500;104340756430900;43
519;104340756432500;104340801876100;45
520;104340801878200;104340847199800;45
521;104340847201200;104340897622100;50
522;104340897623900;104340941045100;43
523;104340941046800;104340985093200;44
524;104340985094900;104341030124200;45
525;104341030125900;104341074231900;44
526;104341074233500;104341122339000;48
527;104341122340600;104341169332200;46
528;104341169333900;104341213007500;43
529;104341213009300;104341260285500;47
530;104341260287300;104341303716400;43
531;104341303718100;104341349276500;45
532;104341349278300;104341397977600;48
533;104341397979700;104341443018300;45
534;104341443020000;104341486908900;43
535;104341486910500;104341529683800;42
536;104341529685600;104341575140100;45
537;104341575142200;104341620751200;45
538;104341620752800;104341662953700;42
539;104341662955100;104341706368300;43
540;104341706369900;104341748722800;42
541;104341748724600;104341792410300;43
542;104341792411900;104341833571800;41
543;104341833573300;104341879212700;45
544;104341879214000;104341920557000;41
545;104341920558500;104341960504000;39
546;104341960505600;104342002669700;42
547;104342002671400;104342048131300;45
548;104342048132900;104342092888400;44
549;104342092893000;104342134769400;41
550;104342134770700;104342176860700;42
551;104342176862600;104342217160700;40
552;104342217162300;104342258431600;41
553;104342258433100;104342302351600;43
554;104342302353100;104342345152100;42
555;104342345153400;104342390870600;45
556;104342390872300;104342433477000;42
557;104342433478300;104342476265700;42
558;104342476267600;104342519519100;43
559;104342519524300;104342564549400;45
560;104342564554500;104342606708000;42
